screen	depth	path	element_type	element_name	partition	references_widget	h_anchor_start	h_anchor_end	h_offset_start	h_offset_end	h_pivot	h_weight	v_anchor_start	v_anchor_end	v_offset_start	v_offset_end	v_pivot	v_weight	width	height	fit_w	fit_h	visible	pad_l	pad_t	pad_r	pad_b	stack_orientation	item_spacing	size_dist	space_dist	x	y	w	h	w_source	h_source	exact
common/ui/weapons/screens/menuweaponscreen	3	Default/CL_ReadabilityFadeBackgroundVisual/[FlowDirection] Container/[Stretch Container] LeftStretchFill	RimeViewportStretchContainerElementData	[Stretch Container] LeftStretchFill	common/ui/componentlibrary/shared/visual/cl_readabilityfadebackgroundvisual		0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1080.0	0	0	1	0	0	0	0					0.000	0.000	0.000	1080.000	authored	stretch	yes
common/ui/weapons/screens/menuweaponscreen	4	Default/CL_ReadabilityFadeBackgroundVisual/[FlowDirection] Container/[Stretch Container] LeftStretchFill/LeftStretchFill	RimeFillElementData	LeftStretchFill	common/ui/componentlibrary/shared/visual/cl_readabilityfadebackgroundvisual		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					0.000	0.000	0.000	1080.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	3	Default/CL_ReadabilityFadeBackgroundVisual/[FlowDirection] Container/[Stretch Container] LeftGradientFill	RimeViewportStretchContainerElementData	[Stretch Container] LeftGradientFill	common/ui/componentlibrary/shared/visual/cl_readabilityfadebackgroundvisual		0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					0.000	0.000	256.000	1080.000	authored	stretch	yes
common/ui/weapons/screens/menuweaponscreen	4	Default/CL_ReadabilityFadeBackgroundVisual/[FlowDirection] Container/[Stretch Container] LeftGradientFill/[Fill] Left Gradient Fade	RimeFillElementData	[Fill] Left Gradient Fade	common/ui/componentlibrary/shared/visual/cl_readabilityfadebackgroundvisual		0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.0	960.0	1080.0	0	0	1	0	0	0	0					0.000	0.000	960.000	1080.000	authored	stretch	yes
common/ui/weapons/screens/menuweaponscreen	1	Default/MetaCustomization_AbilityStatsView	ca959de9-1107-7900-4a87-49f1b9a90f90	MetaCustomization_AbilityStatsView	common/ui/weapons/screens/menuweaponscreen	common/ui/metacore/metacustomization/views/metacustomization_abilitystatsview	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	1920.0	1080.0	0	0	1	0	0	0	0					0.000	0.000	1920.000	1080.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	2	Default/MetaCustomization_AbilityStatsView/Container	RimeContainerElementData	Container	common/ui/metacore/metacustomization/views/metacustomization_abilitystatsview		0.5	0.5	0.0	0.0	0.5	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1920.0	256.0	0	0	1	0	0	0	0					0.000	824.000	1920.000	256.000	authored	authored	yes
common/ui/weapons/screens/menuweaponscreen	3	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes	ca959de9-1107-7900-4a87-49f1b9a90f90	AbilityAttributes	common/ui/metacore/metacustomization/views/metacustomization_abilitystatsview	common/ui/weaponcustomization/widgets/weaponattributes	1.0	1.0	-108.0	108.0	1.0	1.0	1.0	1.0	-72.0	72.0	1.0	1.0	500.0	580.0	0	1	1	0	0	0	0					1312.000	428.000	500.000	580.000	authored	content	no
common/ui/weapons/screens/menuweaponscreen	4	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container	RimeContainerElementData	Weapon Stats Main Container	common/ui/weaponcustomization/widgets/weaponattributes		1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	488.0	438.0	0	1	1	0	0	0	0					1324.000	248.000	488.000	760.000	authored	content	no
common/ui/weapons/screens/menuweaponscreen	5	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container	RimeStackContainerElementData	Vertical Stack Container	common/ui/weaponcustomization/widgets/weaponattributes		0.0	1.0	0.0	0.0	0.5	0.0	1.0	1.0	0.0	0.0	1.0	1.0	256.0	256.0	0	1	1	0	0	0	0	1	26.0	0	0	1324.000	248.000	488.000	760.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	6	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer	RimeContainerElementData	BorderContainer	common/ui/weaponcustomization/widgets/weaponattributes		0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	32.0	32.0	0	1	1	0	0	0	0					1324.000	248.000	488.000	478.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	7	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/PP_FrontendBase	ca959de9-1107-7900-4a87-49f1b9a90f90	PP_FrontendBase	common/ui/weaponcustomization/widgets/weaponattributes	common/ui/componentlibrary/shared/visual/cl_frontendbase	0.0	1.0	-4.0	-4.0	0.5	0.0	0.0	1.0	5.0	-13.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					1320.000	253.000	496.000	486.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/PP_FrontendBase/BackgroundBlur	RimeBlurElementData	BackgroundBlur	common/ui/componentlibrary/shared/visual/cl_frontendbase		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	580.0	0	0	0	0	0	0	0					1320.000	253.000	496.000	486.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/PP_FrontendBase/CB_FillVisual	ca959de9-1107-7900-4a87-49f1b9a90f90	CB_FillVisual	common/ui/componentlibrary/shared/visual/cl_frontendbase	common/ui/componentlibrary/shared/visual/cb_fillvisual	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					1320.000	253.000	496.000	486.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/PP_FrontendBase/CB_FillVisual/BaseFill	RimeFillElementData	BaseFill	common/ui/componentlibrary/shared/visual/cb_fillvisual		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					1320.000	253.000	496.000	486.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/PP_FrontendBase/CB_FillVisual/PrimaryFill	RimeFillElementData	PrimaryFill	common/ui/componentlibrary/shared/visual/cb_fillvisual		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					1320.000	253.000	496.000	486.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	7	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer	RimeStackContainerElementData	InfoContainer	common/ui/weaponcustomization/widgets/weaponattributes		0.5	0.5	0.0	0.0	0.5	1.0	0.5	0.5	0.0	0.0	0.5	1.0	448.0	278.0	0	1	1	0	0	0	0	1	0.0	0	0	1344.000	248.000	448.000	478.000	authored	content	no
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/MainInfoContainer	RimeContainerElementData	MainInfoContainer	common/ui/weaponcustomization/widgets/weaponattributes		0.5	0.5	0.0	0.0	0.5	1.0	0.0	0.0	27.0	-27.0	0.0	1.0	448.0	230.0	0	0	1	0	0	0	0					1344.000	248.000	448.000	230.000	authored	authored	yes
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/MainInfoContainer/ProgressBarList	2420ee41-1c4d-38bd-4203-777f31cf9c9a	ProgressBarList	common/ui/weaponcustomization/widgets/weaponattributes		1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	320.0	36.0	0	1	1	0	8	0	8					1472.000	248.000	320.000	36.000	authored	content	no
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/MainInfoContainer/LeftColumnList	2420ee41-1c4d-38bd-4203-777f31cf9c9a	LeftColumnList	common/ui/weaponcustomization/widgets/weaponattributes		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	12.0	-12.0	0.0	1.0	90.0	204.0	1	0	1	0	0	0	0					1344.000	260.000	90.000	204.000	content	authored	no
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/FlowDirectionIconizedAttributesListContainer	RimeContainerElementData	FlowDirectionIconizedAttributesListContainer	common/ui/weaponcustomization/widgets/weaponattributes		0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	256.0	256.0	0	1	1	0	0	0	0					1344.000	478.000	448.000	68.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/FlowDirectionIconizedAttributesListContainer/IconizedAttributesList	2420ee41-1c4d-38bd-4203-777f31cf9c9a	IconizedAttributesList	common/ui/weaponcustomization/widgets/weaponattributes		1.0	1.0	12.0	-12.0	1.0	1.0	0.0	0.0	12.0	-12.0	0.0	1.0	320.0	68.0	1	0	1	0	0	0	0					1484.000	490.000	320.000	68.000	content	authored	no
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/CB_DashedLineHorizontal	ca959de9-1107-7900-4a87-49f1b9a90f90	CB_DashedLineHorizontal	common/ui/weaponcustomization/widgets/weaponattributes	common/ui/componentlibrary/shared/visual/cb_dashedlinehorizontal	0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	152.0	2.0	0	0	1	0	20	0	0					1344.000	546.000	448.000	2.000	stretch	authored	yes
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/CB_DashedLineHorizontal/[RimeProgressBar] DashedLine	RimeProgressBarElementData	[RimeProgressBar] DashedLine	common/ui/componentlibrary/shared/visual/cb_dashedlinehorizontal		0.0	1.0	0.0	0.0	0.5	0.0	0.5	0.5	0.0	0.0	0.5	1.0	2.0	2.0	0	0	1	0	0	0	0					1344.000	556.000	448.000	2.000	stretch	authored	yes
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List	ca959de9-1107-7900-4a87-49f1b9a90f90	Extended List	common/ui/weaponcustomization/widgets/weaponattributes	common/ui/weaponcustomization/widgets/weaponattributes_extendedlist	0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	90.0	-90.0	0.0	1.0	448.0	192.0	0	1	1	0	36	0	0					1344.000	548.000	448.000	192.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container	RimeStackContainerElementData	Vertical Stack Container	common/ui/weaponcustomization/widgets/weaponattributes_extendedlist		0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	340.0	256.0	0	1	1	0	0	0	0	1	12.0	0	0	1344.000	584.000	448.000	90.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	10	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/Extended Iconized List	2420ee41-1c4d-38bd-4203-777f31cf9c9a	Extended Iconized List	common/ui/weaponcustomization/widgets/weaponattributes_extendedlist		0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	3.0	-3.0	0.0	1.0	514.0	32.0	0	1	1	0	0	0	0					1344.000	584.000	448.000	32.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	10	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider	ca959de9-1107-7900-4a87-49f1b9a90f90	List Divider	common/ui/weaponcustomization/widgets/weaponattributes_extendedlist	common/ui/componentlibrary/components/borders/cl_dividerhorizontalcell	0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	2.0	-2.0	0.0	1.0	514.0	2.0	0	0	0	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	authored	yes
common/ui/weapons/screens/menuweaponscreen	11	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer	RimeContainerElementData	ForcedHeightContainer	common/ui/componentlibrary/components/borders/cl_dividerhorizontalcell		0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	256.0	2.0	0	0	1	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	authored	yes
common/ui/weapons/screens/menuweaponscreen	12	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal	ca959de9-1107-7900-4a87-49f1b9a90f90	CL_DividerHorizontal	common/ui/componentlibrary/components/borders/cl_dividerhorizontalcell	common/ui/componentlibrary/components/borders/cl_dividerhorizontal	0.0	1.0	0.0	0.0	0.5	0.0	0.5	0.5	0.0	0.0	0.5	1.0	48.0	2.0	0	0	1	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	authored	yes
common/ui/weapons/screens/menuweaponscreen	13	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] DashedLine	RimeContainerElementData	[Container] DashedLine	common/ui/componentlibrary/components/borders/cl_dividerhorizontal		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	2.0	48.0	0	0	0	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	14	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] DashedLine/CB_DashedLineHorizontal	ca959de9-1107-7900-4a87-49f1b9a90f90	CB_DashedLineHorizontal	common/ui/componentlibrary/components/borders/cl_dividerhorizontal	common/ui/componentlibrary/shared/visual/cb_dashedlinehorizontal	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	152.0	2.0	0	0	0	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	15	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] DashedLine/CB_DashedLineHorizontal/[RimeProgressBar] DashedLine	RimeProgressBarElementData	[RimeProgressBar] DashedLine	common/ui/componentlibrary/shared/visual/cb_dashedlinehorizontal		0.0	1.0	0.0	0.0	0.5	0.0	0.5	0.5	0.0	0.0	0.5	1.0	2.0	2.0	0	0	1	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	authored	yes
common/ui/weapons/screens/menuweaponscreen	13	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] SolidLine	RimeContainerElementData	[Container] SolidLine	common/ui/componentlibrary/components/borders/cl_dividerhorizontal		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	0	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	14	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] SolidLine/[RimeLine] SolidLine	RimeLineElementData	[RimeLine] SolidLine	common/ui/componentlibrary/components/borders/cl_dividerhorizontal		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	2.0	0	0	1	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	13	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] Caps	RimeContainerElementData	[Container] Caps	common/ui/componentlibrary/components/borders/cl_dividerhorizontal		0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	256.0	0	0	0	0	0	0	0					1344.000	628.000	448.000	2.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	14	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] Caps/[RimeLine] CapRight	RimeLineElementData	[RimeLine] CapRight	common/ui/componentlibrary/components/borders/cl_dividerhorizontal		1.0	1.0	0.0	0.0	1.0	1.0	0.5	0.5	0.0	0.0	0.5	1.0	2.0	8.0	0	0	1	0	0	0	0					1790.000	625.000	2.000	8.000	authored	authored	yes
common/ui/weapons/screens/menuweaponscreen	14	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/List Divider/ForcedHeightContainer/CL_DividerHorizontal/[Container] Caps/[RimeLine] CapLeft	RimeLineElementData	[RimeLine] CapLeft	common/ui/componentlibrary/components/borders/cl_dividerhorizontal		0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	0.0	0.0	0.5	1.0	2.0	8.0	0	0	1	0	0	0	0					1344.000	625.000	2.000	8.000	authored	authored	yes
common/ui/weapons/screens/menuweaponscreen	10	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/InfoContainer/Extended List/Vertical Stack Container/Advanced Attributes List	2420ee41-1c4d-38bd-4203-777f31cf9c9a	Advanced Attributes List	common/ui/weaponcustomization/widgets/weaponattributes_extendedlist		0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	514.0	32.0	0	1	1	0	0	0	0					1344.000	642.000	448.000	32.000	stretch	content	no
common/ui/weapons/screens/menuweaponscreen	7	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/CB_ButtonBase	ca959de9-1107-7900-4a87-49f1b9a90f90	CB_ButtonBase	common/ui/weaponcustomization/widgets/weaponattributes	common/ui/componentlibrary/components/buttons/cb_buttonbase	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	256.0	64.0	0	0	1	0	0	0	0					1324.000	248.000	488.000	478.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	8	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/CB_ButtonBase/CB_Border_Focus	ca959de9-1107-7900-4a87-49f1b9a90f90	CB_Border_Focus	common/ui/componentlibrary/components/buttons/cb_buttonbase	common/ui/componentlibrary/components/borders/cl_border_focus	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	128.0	128.0	0	0	1	0	0	0	0					1324.000	248.000	488.000	478.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	9	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/CB_ButtonBase/CB_Border_Focus/GlowMask	RimeMaskingContainerElementData	GlowMask	common/ui/componentlibrary/components/borders/cl_border_focus		0.0	1.0	-2.0	-2.0	0.5	0.0	0.0	1.0	-2.0	-2.0	0.5	0.0	256.0	256.0	0	0	1	0	0	0	0					1322.000	246.000	492.000	482.000	stretch	stretch	yes
common/ui/weapons/screens/menuweaponscreen	10	Default/MetaCustomization_AbilityStatsView/Container/AbilityAttributes/Weapon Stats Main Container/Vertical Stack Container/BorderContainer/CB_ButtonBase/CB_Border_Focus/GlowMask/ConsoleBorder	RimeVectorShapeElementData	ConsoleBorder	common/ui/componentlibrary/components/borders/cl_border_focus		0.0	1.0	-2.0	-2.0	0.5	0.0	0.0	1.0	-2.0	-2.0	0.5	0.0	256.0	256.0	0	0	0	0	0	0	0					1320.000	244.000	496.000	486.000	stretch	stretch	yes
